,mean_expression,variance,cv,samples_expressed,max_expression,detection_rate
ENSG00000153446,12.466666666666667,112.12380952380953,0.8493732409313749,6,36.0,0.6
ENSG00000153485,45.76,1825.7733333333335,0.9337646184583974,20,159.0,1.0
ENSG00000153487,53.12,2229.11,0.8888074447323534,22,198.0,1.0
ENSG00000153551,353.08,53576.57666666667,0.6555628917701137,25,835.0,1.0
ENSG00000153558,3.5714285714285716,8.61904761904762,0.8220300052608949,0,9.0,0.28
ENSG00000153560,194.12,16194.026666666665,0.6555519934786352,24,420.0,1.0
ENSG00000153561,137.28,12391.876666666669,0.8108887414727417,25,461.0,1.0
ENSG00000153574,64.44,2266.2566666666676,0.7387525883546748,21,144.0,1.0
ENSG00000153767,50.72,986.7099999999999,0.6193205914568424,21,105.0,1.0
ENSG00000153774,119.375,5592.940217391304,0.626479268662451,24,285.0,0.96
ENSG00000153786,359.96,49247.79,0.6165085869385544,25,807.0,1.0
ENSG00000153790,65.8,2557.25,0.76852977856002,23,193.0,1.0
ENSG00000153814,421.36,139895.24000000002,0.8876630933923548,25,1371.0,1.0
ENSG00000153815,625.6,151126.5833333333,0.6214034955068238,25,1617.0,1.0
ENSG00000153823,42.32,1708.5599999999997,0.9767185999383841,21,163.0,1.0
ENSG00000153827,744.56,271705.0066666667,0.7000823355263832,25,2083.0,1.0
ENSG00000153832,5.818181818181818,28.63203463203463,0.9196843912630963,4,22.0,0.88
ENSG00000153879,222.72,28948.959999999992,0.7639365079729316,24,589.0,1.0
ENSG00000153885,5.4,32.26666666666667,1.0519214007256168,1,21.0,0.4
ENSG00000153896,13.4375,136.6625,0.8699738587038628,9,47.0,0.64
ENSG00000153914,187.68,18673.726666666666,0.7281108520749701,25,525.0,1.0
ENSG00000153922,353.76,46738.85666666667,0.6111253752690917,25,963.0,1.0
ENSG00000153933,30.28,548.1266666666667,0.7731870912583817,20,97.0,1.0
ENSG00000153936,106.56,5959.756666666665,0.7244694094144813,23,274.0,1.0
ENSG00000153944,94.88,5461.443333333333,0.7788952222314188,25,315.0,1.0
ENSG00000153975,76.08333333333333,2801.123188405797,0.695627228254916,21,202.0,0.96
ENSG00000153982,14.954545454545455,259.47402597402606,1.077143903550007,11,56.0,0.88
ENSG00000153989,77.68,3750.3933333333334,0.7883683706321375,23,219.0,1.0
ENSG00000154001,161.0,13620.666666666666,0.7248919991014363,24,453.0,1.0
ENSG00000154040,17.11111111111111,164.92810457516342,0.7505318419846845,11,54.0,0.72
ENSG00000154059,122.36,10678.906666666668,0.8445472012594982,24,451.0,1.0
ENSG00000154065,9.538461538461538,67.6025641025641,0.8619920313183435,4,28.0,0.52
ENSG00000154079,14.954545454545455,111.47402597402598,0.7060145083373794,13,35.0,0.88
ENSG00000154096,2.5,7.5,1.0954451106285519,0,8.0,0.24
ENSG00000154114,29.0,771.1304347826087,0.9575598411000268,17,119.0,0.96
ENSG00000154118,6.75,3.5833333333333335,0.2804399178956581,0,8.0,0.16
ENSG00000154122,281.48,83051.42666666667,1.023825651092859,25,1226.0,1.0
ENSG00000154124,128.24,8274.19,0.7093151490533541,25,310.0,1.0
ENSG00000154127,101.16,7437.973333333334,0.8525473087256265,24,322.0,1.0
ENSG00000154133,37.36842105263158,2073.578947368421,1.2185841908832165,13,176.0,0.76
ENSG00000154134,141.2,8721.416666666666,0.6613918225307833,25,418.0,1.0
ENSG00000154144,155.0,8069.333333333333,0.5795449552383596,25,340.0,1.0
ENSG00000154174,222.64,26837.49,0.7358135048764038,24,541.0,1.0
ENSG00000154217,47.130434782608695,1138.664031620553,0.7159725217235032,20,109.0,0.92
ENSG00000154222,221.56,22677.34,0.6796803263178585,24,549.0,1.0
ENSG00000154229,193.52,21661.343333333338,0.7605308539486348,25,692.0,1.0
ENSG00000154237,645.72,275451.8766666666,0.8127905202378537,25,2174.0,1.0
ENSG00000154265,29.523809523809526,385.6619047619048,0.6651674303649265,16,72.0,0.84
ENSG00000154269,9.75,32.46666666666667,0.584405419786021,7,21.0,0.64
ENSG00000154274,20.26086956521739,772.6561264822135,1.3719397690420183,11,119.0,0.92
ENSG00000154305,465.92,92301.15999999999,0.6520670065676544,25,1211.0,1.0
ENSG00000154309,159.16666666666666,11340.23188405797,0.6690504178999936,24,400.0,0.96
ENSG00000154328,95.72,2671.3766666666666,0.5399640848674745,25,184.0,1.0
ENSG00000154330,232.36,62536.82333333334,1.0762335850035967,25,900.0,1.0
ENSG00000154358,14.304347826086957,164.67588932806325,0.8971125795741584,14,47.0,0.92
ENSG00000154359,46.91304347826087,2424.810276679842,1.0496518443781593,19,238.0,0.92
ENSG00000154370,86.4,3120.583333333334,0.6465530277259387,23,194.0,1.0
ENSG00000154380,12.083333333333334,108.44696969696969,0.861830687359734,5,38.0,0.48
ENSG00000154429,122.92,7908.076666666667,0.723457267807298,25,318.0,1.0
ENSG00000154447,62.77272727272727,2177.2316017316016,0.7433294112480726,19,188.0,0.88
ENSG00000154451,41.04,990.2900000000001,0.7667854167279917,17,112.0,1.0
ENSG00000154473,181.4,12850.25,0.6249114838956031,25,422.0,1.0
ENSG00000154479,3.5,0.5,0.20203050833321215,0,4.0,0.08
ENSG00000154511,88.56,4616.09,0.7671839807233789,22,209.0,1.0
ENSG00000154518,256.28,33757.96,0.7169244334332419,24,656.0,1.0
ENSG00000154548,3.5,6.3,0.7171371635516729,0,8.0,0.24
ENSG00000154582,115.24,8869.52333333333,0.8172348731748142,23,437.0,1.0
ENSG00000154589,156.2,13232.0,0.7364304145263953,24,376.0,1.0
ENSG00000154608,3.5,5.4411764705882355,0.6664665546974351,0,8.0,0.72
ENSG00000154639,139.24,13330.940000000002,0.8292135157081304,23,522.0,1.0
ENSG00000154640,130.16,11873.05666666667,0.8371508650158236,23,480.0,1.0
ENSG00000154642,31.875,932.7228260869565,0.9581336852936676,19,119.0,0.96
ENSG00000154655,52.52,1748.093333333333,0.7960816085791707,21,165.0,1.0
ENSG00000154719,67.65217391304348,1369.6916996047432,0.5470533164780867,20,129.0,0.92
ENSG00000154721,364.28,132183.7933333333,0.9980533977915479,24,1485.0,1.0
ENSG00000154723,153.6,10237.583333333332,0.6587301010546283,23,370.0,1.0
ENSG00000154727,98.68,5385.059999999999,0.7436458050642489,24,257.0,1.0
ENSG00000154734,1.5,1.0,0.6666666622222223,0,3.0,0.16
ENSG00000154736,1.0,0.0,0.0,0,1.0,0.24
ENSG00000154743,23.583333333333332,385.3840579710146,0.8324184222981884,15,74.0,0.96
ENSG00000154760,30.82608695652174,550.7865612648221,0.761330569651018,18,103.0,0.92
ENSG00000154767,115.66666666666667,8879.623188405798,0.8146837395439794,23,332.0,0.96
ENSG00000154781,72.4,2493.4999999999995,0.6897093603327139,22,186.0,1.0
ENSG00000154803,223.92,22868.076666666664,0.6753391615297067,25,619.0,1.0
ENSG00000154813,111.44,8101.589999999999,0.8076887373637055,23,362.0,1.0
ENSG00000154814,26.166666666666668,260.57971014492756,0.616910122164856,17,54.0,0.96
ENSG00000154822,165.52,19665.51,0.8472315678215181,25,609.0,1.0
ENSG00000154832,226.52,22372.926666666666,0.6603206006549263,25,682.0,1.0
ENSG00000154845,199.08,14226.826666666666,0.5991373415309434,24,412.0,1.0
ENSG00000154856,96.1304347826087,11248.664031620556,1.1032897063710985,17,388.0,0.92
ENSG00000154864,20.58823529411765,368.8823529411765,0.9328779253709454,10,72.0,0.68
ENSG00000154874,12.428571428571429,128.25714285714284,0.9112122876982757,9,48.0,0.84
ENSG00000154889,105.4,5863.666666666665,0.7265140642571528,24,295.0,1.0
ENSG00000154898,10.157894736842104,101.80701754385967,0.9933107805579097,5,39.0,0.76
ENSG00000154920,6.6,23.400000000000002,0.7329325214620918,2,17.0,0.6
ENSG00000154930,291.28,62640.043333333335,0.8592417259562136,25,941.0,1.0
ENSG00000154945,278.6,35198.416666666664,0.673411380980762,24,642.0,1.0
ENSG00000154957,62.166666666666664,2183.7971014492755,0.7517069422546078,18,174.0,0.96
ENSG00000154978,172.08,14013.243333333334,0.687921581382396,25,383.0,1.0
ENSG00000155008,61.84,1798.8066666666664,0.6858399250396453,23,164.0,1.0
ENSG00000155016,65.1304347826087,4073.4822134387346,0.979938757482779,20,242.0,0.92
ENSG00000155066,5.4,10.71111111111111,0.60607099683486,1,11.0,0.4
ENSG00000155085,18.095238095238095,298.09047619047624,0.9541348267890964,13,74.0,0.84
ENSG00000155090,98.4,8131.250000000001,0.9163967883657846,22,398.0,1.0
ENSG00000155093,113.52,7003.343333333335,0.7371915125010777,23,289.0,1.0
ENSG00000155096,571.32,246214.39333333334,0.8685149355304613,25,2239.0,1.0
ENSG00000155097,289.28,47973.21,0.7571483508391762,25,1009.0,1.0
ENSG00000155099,85.12,3327.61,0.6776954898647898,22,202.0,1.0
ENSG00000155100,70.16,3597.7233333333334,0.8549176848451582,22,234.0,1.0
ENSG00000155111,179.84,16307.139999999998,0.7100723569702594,25,488.0,1.0
ENSG00000155115,56.12,1929.0266666666669,0.7826209209327682,23,171.0,1.0
ENSG00000155158,21.708333333333332,435.69384057971024,0.9615330763419778,15,93.0,0.96
ENSG00000155189,147.28,11983.960000000001,0.7432867650979287,25,482.0,1.0
ENSG00000155229,245.64,22101.656666666666,0.6052200754587679,24,530.0,1.0
ENSG00000155252,156.16,14655.473333333337,0.7752292032627975,24,388.0,1.0
ENSG00000155254,80.92,5123.826666666666,0.8845886050787136,23,302.0,1.0
ENSG00000155256,108.56,5053.756666666667,0.6548432103154874,25,296.0,1.0
ENSG00000155275,29.47826086956522,410.26086956521743,0.6871130391474753,17,64.0,0.92
ENSG00000155287,163.72,9618.043333333333,0.5990204219447399,25,375.0,1.0
ENSG00000155304,364.04,70062.95666666667,0.7271016406892467,25,978.0,1.0
ENSG00000155307,945.36,547269.4066666666,0.7825342646131449,25,2874.0,1.0
ENSG00000155313,158.08,11004.243333333332,0.6635950920912785,24,427.0,1.0
ENSG00000155324,17.391304347826086,155.1581027667984,0.7162342331128742,14,43.0,0.92
ENSG00000155329,56.916666666666664,1971.5579710144932,0.780127016214584,22,149.0,0.96
ENSG00000155330,40.6,946.9999999999999,0.7579646576176992,19,124.0,1.0
ENSG00000155363,238.44,29406.589999999997,0.7191893043999904,25,569.0,1.0
ENSG00000155366,274.72,37145.71,0.7015587636764065,25,658.0,1.0
ENSG00000155367,13.777777777777779,174.69444444444446,0.9593130908959907,4,36.0,0.36
ENSG00000155368,366.84,72541.89,0.7342056942903724,25,1022.0,1.0
ENSG00000155380,214.84,30944.056666666667,0.818791791464219,25,650.0,1.0
ENSG00000155393,128.52,10924.176666666668,0.8132491922038472,24,434.0,1.0
ENSG00000155438,113.5,7549.826086956522,0.7655483278800552,22,292.0,0.96
ENSG00000155463,464.52,82152.09333333334,0.6170280390724361,25,893.0,1.0
ENSG00000155465,782.48,255887.34333333335,0.6464741395639293,25,1786.0,1.0
ENSG00000155506,476.4,103853.08333333333,0.6764534945440309,25,1351.0,1.0
ENSG00000155508,217.32,22664.893333333337,0.6927509712898343,24,502.0,1.0
ENSG00000155530,6.916666666666667,25.174242424242422,0.7254063585673162,3,17.0,0.48
ENSG00000155545,87.20833333333333,2575.302536231884,0.5819104295479216,23,178.0,0.96
ENSG00000155561,181.0,18713.916666666668,0.7557945757649633,25,485.0,1.0
ENSG00000155592,25.0,502.3809523809524,0.8965542499851731,15,91.0,0.88
ENSG00000155621,26.166666666666668,389.7101449275362,0.754436086450406,18,66.0,0.96
ENSG00000155629,1272.64,950468.3233333332,0.7660608260568064,25,3542.0,1.0
ENSG00000155636,33.791666666666664,498.9547101449275,0.6610296665221908,20,88.0,0.96
ENSG00000155657,33.416666666666664,735.123188405797,0.8113662420912928,23,122.0,0.96
ENSG00000155659,5470.64,14856702.406666672,0.7045682610397848,25,14168.0,1.0
ENSG00000155660,973.92,2159533.4933333336,1.508886898609366,25,7689.0,1.0
ENSG00000155666,18.09090909090909,176.3722943722944,0.7340992675993446,13,45.0,0.88
ENSG00000155729,69.54166666666667,2550.519927536232,0.7262217731128171,21,171.0,0.96
ENSG00000155744,174.08,88858.32666666668,1.7123801595337196,24,1556.0,1.0
ENSG00000155755,22.142857142857142,184.12857142857143,0.6128115378567177,18,53.0,0.84
ENSG00000155792,162.48,21291.259999999995,0.8980505253904623,24,604.0,1.0
ENSG00000155827,147.68,12877.06,0.7683987964038715,25,385.0,1.0
ENSG00000155846,62.76,1903.4399999999998,0.6951630192831824,24,169.0,1.0
ENSG00000155849,896.08,366956.74333333335,0.6760217239343183,25,2303.0,1.0
ENSG00000155850,156.12,10542.693333333335,0.6576839511715975,25,325.0,1.0
ENSG00000155858,19.333333333333332,226.231884057971,0.7779831073638249,16,56.0,0.96
ENSG00000155868,43.44,993.8399999999998,0.7257188762793324,21,114.0,1.0
ENSG00000155876,219.04,21994.040000000005,0.6770629894920457,25,621.0,1.0
ENSG00000155893,10.666666666666666,78.3809523809524,0.8299970409549879,5,37.0,0.6
ENSG00000155903,94.2,3453.4166666666665,0.6238405309651388,24,244.0,1.0
ENSG00000155906,55.12,1049.2766666666666,0.5876730821413867,23,110.0,1.0
ENSG00000155926,1516.28,1033209.2933333335,0.6703702694422375,25,3642.0,1.0
ENSG00000155957,182.64,17606.406666666662,0.7265064358491121,24,455.0,1.0
ENSG00000155959,112.04,7094.456666666665,0.7517725604219618,24,316.0,1.0
ENSG00000155961,21.625,221.02717391304347,0.6874905280902226,19,54.0,0.96
ENSG00000155962,101.68,6299.06,0.7805528880785405,24,301.0,1.0
ENSG00000155970,46.96,1315.4566666666663,0.7723429467527091,21,139.0,1.0
ENSG00000155975,133.16,8382.223333333333,0.6875524396343174,24,396.0,1.0
ENSG00000156011,52.88,2580.9433333333336,0.960722115487333,19,167.0,1.0
ENSG00000156017,60.96,1995.2066666666663,0.7327384563365021,21,159.0,1.0
ENSG00000156030,277.48,33415.01,0.6587780371147991,25,702.0,1.0
ENSG00000156042,5.857142857142857,16.593406593406595,0.6954756995908156,2,14.0,0.56
ENSG00000156052,750.56,220304.67333333334,0.6253547304309648,25,1586.0,1.0
ENSG00000156097,3.3333333333333335,4.333333333333334,0.6244997979663405,0,5.0,0.12
ENSG00000156110,63.64,2662.8233333333333,0.8108509052229639,22,214.0,1.0
ENSG00000156113,290.2173913043478,49999.723320158104,0.7704782200043638,23,936.0,0.92
ENSG00000156136,333.4,44750.833333333336,0.63450488200948,25,796.0,1.0
ENSG00000156162,72.6,2526.166666666667,0.6923000761055588,23,197.0,1.0
ENSG00000156170,31.4,437.3333333333333,0.6660037000578809,21,79.0,1.0
ENSG00000156171,594.32,139405.06,0.6282303645000237,25,1350.0,1.0
ENSG00000156172,21.391304347826086,284.8853754940711,0.7890378028149374,18,68.0,0.92
ENSG00000156232,59.44,1909.173333333333,0.7350956943948415,24,157.0,1.0
ENSG00000156239,33.8,457.64210526315793,0.6329163093832214,18,82.0,0.8
ENSG00000156256,125.48,8598.176666666666,0.7389731723936371,24,351.0,1.0
ENSG00000156261,573.04,184944.29000000004,0.7504737835209636,25,1771.0,1.0
ENSG00000156265,11.8,36.800000000000004,0.5140932500085006,11,23.0,0.8
ENSG00000156273,611.96,151577.4566666667,0.636200889379509,25,1400.0,1.0
ENSG00000156298,68.04545454545455,9997.378787878788,1.4694132581471935,15,401.0,0.88
ENSG00000156299,1091.88,1529243.693333334,1.1325657865643153,25,4755.0,1.0
ENSG00000156304,223.8,21892.583333333332,0.6611323733086606,25,571.0,1.0
ENSG00000156313,26.652173913043477,372.23715415019757,0.7238977403160989,18,75.0,0.92
ENSG00000156345,20.9375,263.52916666666664,0.7753352330226351,11,59.0,0.64
ENSG00000156374,22.291666666666668,303.5199275362319,0.7815397370380692,16,55.0,0.96
ENSG00000156381,56.958333333333336,3465.0851449275356,1.0334743027503348,22,232.0,0.96
ENSG00000156398,99.91666666666667,4832.253623188405,0.6957239004555373,22,260.0,0.96
ENSG00000156411,110.16,5224.306666666666,0.6561307681679872,24,258.0,1.0
ENSG00000156453,18.642857142857142,502.0934065934067,1.2019316938317908,6,87.0,0.56
ENSG00000156467,641.32,185146.4766666666,0.6709388531785351,25,1675.0,1.0
ENSG00000156469,67.25,2383.6739130434785,0.7259908264822942,24,196.0,0.96
ENSG00000156471,330.88,54437.11000000001,0.7051426986528794,25,797.0,1.0
ENSG00000156482,350.6,47412.0,0.6210580939340503,25,793.0,1.0
ENSG00000156500,11.818181818181818,81.10822510822508,0.7620470415788638,7,34.0,0.88
ENSG00000156502,67.4,2214.333333333333,0.6981706732437873,23,156.0,1.0
ENSG00000156504,139.04,6378.54,0.5744085325869092,25,291.0,1.0
ENSG00000156508,11264.52,55427331.01,0.660920606653194,25,27621.0,1.0
ENSG00000156515,589.64,170628.82333333333,0.7005501984036473,25,1530.0,1.0
ENSG00000156521,67.28,2207.6266666666675,0.6983559422188961,21,175.0,1.0
ENSG00000156531,139.625,11063.722826086956,0.7533338068051918,24,385.0,0.96
ENSG00000156587,450.16,199410.39,0.9919893036050813,24,1825.0,1.0
ENSG00000156599,420.68,81363.14333333333,0.6780504273055881,25,1093.0,1.0
ENSG00000156603,43.28,940.1266666666666,0.7084446641036811,19,100.0,1.0
ENSG00000156639,346.32,67700.89333333333,0.7513107914397996,25,960.0,1.0
ENSG00000156642,694.0,247883.5,0.7174049010916648,25,1908.0,1.0
ENSG00000156650,57.04,2098.6233333333334,0.8031334820165125,22,214.0,1.0
ENSG00000156671,240.0,25020.5,0.6590779017076486,25,525.0,1.0
ENSG00000156675,71.08,3513.9933333333342,0.8339750295650342,21,262.0,1.0
ENSG00000156697,83.75,3635.1521739130435,0.7199071421564456,22,217.0,0.96
ENSG00000156709,100.92,4778.326666666667,0.6849528490168763,24,225.0,1.0
ENSG00000156711,43.13636363636363,3111.1709956709956,1.293059201165065,17,270.0,0.88
ENSG00000156735,123.64,8556.49,0.7481502529983722,25,354.0,1.0
ENSG00000156787,20.4,277.3333333333333,0.8163396072336111,17,67.0,1.0
ENSG00000156795,26.818181818181817,365.20346320346323,0.7125873569849774,18,74.0,0.88
ENSG00000156802,39.708333333333336,1084.9981884057972,0.8295314336221907,19,133.0,0.96
ENSG00000156804,26.904761904761905,1067.8904761904764,1.214602591549824,10,111.0,0.84
ENSG00000156831,51.04,1263.956666666667,0.696555020267644,22,159.0,1.0
ENSG00000156853,140.6,16555.16666666666,0.9151271873883274,22,511.0,1.0
ENSG00000156858,201.76,14225.606666666667,0.5911535867600501,24,484.0,1.0
ENSG00000156860,334.8,56813.58333333334,0.7119354875923188,25,877.0,1.0
ENSG00000156873,158.52,10142.426666666668,0.6353117307327171,24,397.0,1.0
ENSG00000156876,22.571428571428573,229.45714285714286,0.6711069611904913,15,51.0,0.84
ENSG00000156886,4.777777777777778,13.444444444444443,0.7674418588588426,1,13.0,0.36
ENSG00000156928,33.583333333333336,564.5144927536231,0.7074793168540064,20,93.0,0.96
ENSG00000156931,137.12,6578.193333333333,0.5914969533388216,25,318.0,1.0
ENSG00000156958,27.666666666666668,401.8840579710146,0.7245920280218324,18,68.0,0.96
ENSG00000156968,41.166666666666664,1490.753623188406,0.9379015072514215,18,135.0,0.96
ENSG00000156970,8.428571428571429,15.956043956043958,0.47392393179871173,5,14.0,0.56
ENSG00000156973,48.041666666666664,1088.2155797101448,0.6866562920284233,21,139.0,0.96
ENSG00000156976,998.56,387288.6733333333,0.6232226557051862,25,2370.0,1.0
ENSG00000156983,148.08,9815.493333333334,0.6690516721074792,23,356.0,1.0
ENSG00000156990,76.28,2936.8766666666666,0.7104477938512199,23,200.0,1.0
ENSG00000157014,57.6,1841.2500000000007,0.7449616160674216,22,175.0,1.0
ENSG00000157017,46.791666666666664,1376.1721014492753,0.7928077009494304,20,124.0,0.96
ENSG00000157020,323.32,50873.22666666666,0.6976089950673012,24,827.0,1.0
ENSG00000157036,27.416666666666668,424.7753623188406,0.7517354092306637,17,81.0,0.96
ENSG00000157045,43.4,1169.333333333333,0.7879151213688158,20,127.0,1.0
ENSG00000157077,29.82608695652174,625.5138339920949,0.8385369021615036,16,96.0,0.92
ENSG00000157106,544.84,96772.80666666664,0.5709626299554701,25,1165.0,1.0
ENSG00000157107,116.96,7364.79,0.7337410625236479,25,359.0,1.0
ENSG00000157181,124.28,6572.210000000002,0.652310653300354,25,275.0,1.0
ENSG00000157184,55.92,2306.826666666667,0.8588954830185674,20,192.0,1.0
ENSG00000157191,253.36,29231.406666666666,0.6748182310147974,25,570.0,1.0
ENSG00000157193,126.32,7465.143333333333,0.6839855996155502,23,370.0,1.0
ENSG00000157212,50.08695652173913,1706.8102766798418,0.8248367101177386,18,127.0,0.92
ENSG00000157216,89.76,8709.606666666667,1.0397200696425846,22,361.0,1.0
ENSG00000157224,14.6,102.08333333333333,0.6920294317738463,14,33.0,1.0
ENSG00000157227,697.8,280503.25,0.7589933724293743,25,2010.0,1.0
ENSG00000157240,103.44,11862.756666666668,1.052941635970664,24,440.0,1.0
ENSG00000157259,216.16,17761.806666666667,0.6165499084158106,25,493.0,1.0
ENSG00000157303,371.6,144566.16666666666,1.0231931579045532,24,1310.0,1.0
ENSG00000157306,7.705882352941177,20.845588235294116,0.5924950175362395,4,16.0,0.68
ENSG00000157326,30.043478260869566,462.0434782608696,0.7154696416470956,18,75.0,0.92
ENSG00000157349,71.08333333333333,1877.6449275362318,0.6095915650089789,22,157.0,0.96
ENSG00000157350,66.64,1512.8233333333328,0.5836589085843408,23,129.0,1.0
ENSG00000157353,87.625,3129.375,0.6384116055278662,23,197.0,0.96
ENSG00000157379,80.48,3054.5933333333337,0.6867342882652636,23,189.0,1.0
ENSG00000157388,116.92,9516.410000000002,0.8343490304633258,23,371.0,1.0
ENSG00000157426,53.8,1286.1666666666667,0.6666015960887258,21,142.0,1.0
ENSG00000157450,214.04,24096.540000000008,0.7252410887951033,25,585.0,1.0
ENSG00000157483,204.72,35155.543333333335,0.9158759062960483,23,752.0,1.0
ENSG00000157500,296.72,42784.46,0.6971018048208085,25,800.0,1.0
ENSG00000157514,359.2,321834.5833333334,1.5793559725473743,24,2527.0,1.0
ENSG00000157538,173.92,10621.576666666666,0.5925772406332843,25,422.0,1.0
ENSG00000157540,242.32,24396.81,0.6445806464045561,25,622.0,1.0
ENSG00000157557,1908.92,2346185.66,0.8024046926503934,25,6736.0,1.0
ENSG00000157593,181.8,17971.583333333336,0.7373934771640364,24,485.0,1.0
ENSG00000157600,75.28,3430.376666666667,0.7780209550403995,23,201.0,1.0
ENSG00000157601,657.52,1227722.9266666665,1.6851602858014083,24,5038.0,1.0
ENSG00000157617,82.0,4922.416666666667,0.8556089796025482,25,251.0,1.0
ENSG00000157625,123.52,7335.843333333333,0.6934062325101151,24,307.0,1.0
ENSG00000157637,912.8,453248.75,0.737552052806562,25,2521.0,1.0
ENSG00000157657,84.12,5745.776666666668,0.9011043923061217,24,291.0,1.0
ENSG00000157693,136.32,8400.810000000003,0.6723586612246795,24,335.0,1.0
ENSG00000157734,68.1304347826087,4620.118577075099,0.9976665251116381,19,265.0,0.92
ENSG00000157741,128.6,8818.166666666668,0.730210683718789,25,380.0,1.0
ENSG00000157764,146.84,11498.390000000001,0.7302543313393869,25,428.0,1.0
ENSG00000157766,5.333333333333333,16.333333333333332,0.757772226890561,0,9.0,0.12
ENSG00000157778,61.25,1411.6739130434783,0.6134244773073316,21,176.0,0.96
ENSG00000157796,35.44,686.0066666666667,0.7390442710772009,22,117.0,1.0
ENSG00000157800,32.64,697.0733333333334,0.8088892882752756,21,103.0,1.0
ENSG00000157823,61.64,2817.99,0.8612060928358046,23,184.0,1.0
ENSG00000157827,490.2,113411.41666666667,0.6869973799834583,25,1358.0,1.0
ENSG00000157833,16.714285714285715,138.21428571428575,0.7033777803148271,14,46.0,0.84
ENSG00000157837,241.88,36811.27666666667,0.7932141992622739,24,700.0,1.0
ENSG00000157851,3.0,0.0,0.0,0,3.0,0.08
ENSG00000157869,57.08,1667.8266666666666,0.7154701052658476,22,135.0,1.0
ENSG00000157870,19.217391304347824,220.7233201581027,0.7730893251736703,16,62.0,0.92
ENSG00000157873,203.84,19567.97333333333,0.6862518263222858,25,515.0,1.0
ENSG00000157881,79.96,4235.123333333334,0.8138797548305742,24,239.0,1.0
ENSG00000157895,54.52,1385.9266666666665,0.6828326489982094,21,151.0,1.0
ENSG00000157911,34.416666666666664,849.0362318840579,0.8466312723802905,17,110.0,0.96
ENSG00000157916,256.04,26346.873333333333,0.6339525064033271,25,532.0,1.0
ENSG00000157933,546.2,187108.16666666666,0.7919443703697508,25,1898.0,1.0
ENSG00000157954,310.72,46631.54333333333,0.6949774070475658,25,822.0,1.0
ENSG00000157978,64.4,2105.4166666666665,0.7124971981297172,21,155.0,1.0
ENSG00000157985,13.052631578947368,150.4970760233918,0.9398660254691241,10,55.0,0.76
ENSG00000157992,7.142857142857143,43.978021978021985,0.9284229792264499,1,28.0,0.56
ENSG00000158006,77.12,3732.11,0.7921550530631566,22,220.0,1.0
ENSG00000158019,116.48,7201.009999999999,0.7285264853062748,24,277.0,1.0
ENSG00000158023,4.375,15.125,0.8889342371740958,1,13.0,0.32
ENSG00000158042,153.76,10162.44,0.6556251832041745,24,346.0,1.0
ENSG00000158062,88.92,3568.2433333333333,0.6717810942586854,23,268.0,1.0
ENSG00000158079,19.0,242.66666666666666,0.8198822062736004,15,55.0,1.0
ENSG00000158092,134.24,9948.439999999999,0.7430115228614347,24,441.0,1.0
ENSG00000158109,137.2,13698.083333333334,0.8530525598983916,24,505.0,1.0
ENSG00000158122,123.72,9664.210000000001,0.7945903160617515,22,387.0,1.0
ENSG00000158156,70.66666666666667,1491.4492753623185,0.5464993345473409,23,147.0,0.96
ENSG00000158158,65.44,2168.923333333333,0.711670247331407,24,151.0,1.0
ENSG00000158161,160.16,13360.723333333335,0.7217070127535364,24,412.0,1.0
ENSG00000158163,27.130434782608695,420.66403162055326,0.7559810966167635,18,91.0,0.92
ENSG00000158169,22.318181818181817,245.84632034632034,0.7025432164800549,19,72.0,0.88
ENSG00000158186,40.78260869565217,749.2687747035573,0.6711874301836662,19,86.0,0.92
ENSG00000158195,1321.76,782767.19,0.6693660819424968,25,3394.0,1.0
ENSG00000158201,297.08,31741.993333333343,0.5997133032886472,25,753.0,1.0
ENSG00000158234,20.055555555555557,121.58496732026146,0.549800643956459,13,44.0,0.72
ENSG00000158270,8.428571428571429,33.18681318681318,0.6834847093924881,4,19.0,0.56
ENSG00000158286,14.333333333333334,73.43333333333332,0.5978598929829139,14,34.0,0.84
ENSG00000158290,266.28,33376.62666666667,0.686092500495081,24,638.0,1.0
ENSG00000158292,9.8,98.17777777777778,1.011068366505126,3,28.0,0.4
ENSG00000158301,12.5,183.42105263157896,1.0834642287421739,8,57.0,0.8
ENSG00000158315,4.0,2.0,0.3535533897093903,0,5.0,0.08
ENSG00000158321,40.84,1080.4733333333334,0.8048617578527679,19,137.0,1.0
ENSG00000158373,65.70833333333333,4426.73731884058,1.0125615321450485,21,285.0,0.96
ENSG00000158411,91.44,4267.756666666666,0.7144364556944172,25,226.0,1.0
ENSG00000158417,310.12,53000.443333333336,0.742352158885145,25,808.0,1.0
ENSG00000158428,9.9375,52.0625,0.7260814930888141,6,26.0,0.64
ENSG00000158435,100.52,5102.676666666667,0.7106349207638066,24,229.0,1.0
ENSG00000158457,224.12,36880.443333333336,0.8568749616183837,23,855.0,1.0
ENSG00000158467,61.72,1893.96,0.7051142373111062,22,166.0,1.0
ENSG00000158470,154.72,78415.12666666668,1.8098953631324632,23,1427.0,1.0
ENSG00000158480,43.84,898.0566666666668,0.6835673722940607,20,93.0,1.0
ENSG00000158517,120.28,7736.626666666667,0.7312778190586272,24,334.0,1.0
ENSG00000158526,108.4,5096.583333333334,0.6585826459373835,24,241.0,1.0
